,author,cook_time_minutes,description,error,footnotes,ingredients,instructions,photo_url,prep_time_minutes,rating_stars,review_count,time_scraped,title,total_time_minutes,url,Paella type
45,Bird's Eye,10,"Chunks of chicken and chorizo slices are cooked with a colorful blend of veggies until just done, then blended with white rice and broth for a quick and tasty weeknight dinner.",False,['*Cook chicken to an internal temperature of 165 degrees F as measured with a food thermometer.'],"['1 tablespoon vegetable oil', '1 pound boneless, skinless chicken breasts, cut in bite-sized pieces', '2 links chorizo sausage, thinly sliced', '1 (14 ounce) bag Birds Eye® Recipe Ready Mixed Vegetables', '1 (1 ounce) package taco seasoning blend', '1 (10 ounce) bag Birds Eye® Steamfresh® Long Grain White Rice, cooked according to package directions', '1/2 cup chicken broth']","['Heat oil in large nonstick skillet over medium-high heat and cook chicken and chorizo, stirring frequently, 8 minutes or until chicken is almost done.', 'Stir in Recipe Ready Mixed Vegetables and taco seasoning and cook, stirring occasionally, 5 minutes or until vegetables are tender.*', 'Stir in prepared rice and chicken broth; heat through. Season, if desired, with salt and pepper.']",http://images.media-allrecipes.com/userphotos/250x250/1020442.jpg,15,4.55,6,1498161467,Quick Chicken Paella,25,http://allrecipes.com/Recipe/233027/,Traditional
46,MariaTheSoaper,25,"I have loved paella since the first time I tried it while traveling through Spain at 17. Though I could never make it as great as my friend's mom in Madrid, this recipe comes so close! It's a favorite at our house for Sunday dinner and tastes all the better when made in a traditional paella pan (brought back in a suitcase, no less!). I hope you enjoy it as much as we do!",False,"[""Cook's Note:"", ""For this recipe, a special 4-person paella pan was used to create the authentic flavors of paella found in Spain. If you're not able to find a paella pan at your local specialty kitchen supply shop, you can also use a large flat-bottomed pan for this recipe, but it does need to have a flat bottom and able to be heated evenly to cook the rice."", 'You can use other vegetables, like green beans, Spanish beans, and artichoke hearts along with the peas in this recipe or leave them out. We prefer just the peas in our paella. You can also use all mussels or all clams, based on your preference.']","['4 cups chicken stock', '20 saffron threads, crushed', '3/4 cup olive oil', '4 chicken thighs', '1 cup chopped onion', '4 cloves garlic, minced', '4 links chorizo de bilbao (spicy Spanish semi-cured sausage)', '2 cups Spanish paella rice', '2 teaspoons Spanish sweet paprika', '1/2 cup grated peeled roma (plum) tomatoes', '8 clams in shell, scrubbed, or more to taste', '8 mussels, cleaned and debearded, or more to taste', '8 prawns, peeled and deveined (leave tails)', '3 red bell peppers, cut into strips', '10 ounces peas', 'salt and ground black pepper to taste', '1/2 cup chopped fresh Italian parsley', '8 wedges lemon', '1 baguette, sliced']","['Bring stock to a simmer in a stockpot over medium-low heat. Stir crushed saffron into the simmering stock.', 'Heat olive oil in a paella pan over medium heat. Fry chicken thighs in hot oil until lightly browned, 3 to 5 minutes per side. Add onion and garlic; cook and stir until the onion is translucent, 5 to 7 minutes more. Arrange the chorizo into the pan around the chicken thighs and cook until warmed, 3 to 5 minutes per side.', 'Pour rice into the paella pan and stir to coat with oil; season with sweet paprika. Stir grated tomato into the rice and cook until the tomato is warmed, 2 to 3 minutes.', 'Pour chicken stock into the paella pan and bring to a boil while scraping any browned bits of food off the bottom of the pan with a flat-edged wooden spoon. Smooth surface of rice with the wooden spoon in an even layer so it cooks evenly.', 'Reduce heat to medium-low and continue to cook, without stirring, until the rice has softened but has yet to completely absorb the stock, 15 to 30 minutes.', 'Place clams and mussels, hinged-side down, into the rice; continue simmering until the mussels and clams open, 5 to 7 minutes.', 'Nestle prawns into the rice; add bell pepper and peas. Continue cooking until the bottom of the rice is browned and fragrant, about 10 minutes. Remove from heat and cool 5 to 10 minutes. Season with salt and pepper, sprinkle parsley over the paella, and garnish with lemon wedges. Serve with baguette slices.']",http://images.media-allrecipes.com/userphotos/560x315/4472969.jpg,55,4.87,12,1498162940,Maria's Classic Paella,85,http://allrecipes.com/Recipe/236902/,Mixed
47,chefcs,10,"This is a twist on a Spanish-favorite. Use seitan, tofu, or tempeh to add a protein element. I substituted turmeric for the traditional saffron to cut costs.",False,[],"['2 cups boiling water', '1 cup white rice', '1 tablespoon olive oil', '1 onion, chopped', '3 cloves garlic, minced', '1 green bell pepper, sliced', '1 red bell pepper, sliced', '1 tomato, diced', '2 cups vegetable broth', '1 tablespoon paprika', '1 teaspoon salt', '1 teaspoon ground turmeric', '1 cup peas', '1 cup drained and quartered canned artichoke hearts']","['Mix boiling water and rice together in a bowl; let stand for 20 minutes. Drain.', 'Heat olive oil in a large skillet over medium heat; cook and stir onion and garlic until onion is transparent, about 5 minutes. Add green bell pepper, red bell pepper, and tomato; cook and stir until peppers are slightly tender, about 3 minutes.', 'Mix rice and vegetable broth into onion-pepper mixture; bring to a boil. Reduce heat to low and simmer. Add paprika, salt, and turmeric; cover skillet and simmer until rice is tender, about 20 minutes. Stir peas and artichoke hearts into rice mixture and cook until heated through, about 1 minute more.']",http://images.media-allrecipes.com/userphotos/560x315/4504060.jpg,30,4.78,6,1498163690,Vegan Paella,60,http://allrecipes.com/Recipe/238153/,Other
48,Chef John,15,"Consider this a gateway paella and the first step to a serious, lifelong addiction. When I first do a version of a classic dish like paella, I try to use a minimum number of ingredients and steps to focus on technique. After learning the method, you'll ideally use a wider variety of ingredients, like clams, mussels, squid, and chicken, which will make your rice that much more interesting. Garnish with extra virgin olive oil, freshly chopped flat-leaf parsley, and lemon wedges.",False,"[""Cook's Note:"", 'You can substitute smoked paprika for the paprika.', 'You can use hot chicken broth in place of the hot saffron broth.', 'You can use any smoky, spicy sausage in place of the chorizo sausage.']","['Saffron Broth:', '1 pound jumbo shrimp, peeled and deveined, shells reserved', '2 teaspoons olive oil', '1/2 teaspoon saffron threads, or more to taste', '2 1/4 cups chicken broth', 'Paella:', '1 tablespoon olive oil', '8 ounces chorizo sausage, sliced into thin rounds', '1/2 yellow onion, diced', '2 cloves garlic, minced', '1 1/3 cups Arborio rice', '1/2 cup green peas', '1 red bell pepper, cut into thin strips', '1 teaspoon paprika', '1 pinch cayenne pepper, or more to taste', 'salt to taste']","['Cook and stir reserved shrimp shells and 2 teaspoons olive oil in a saucepan over medium heat until shells are pink and fragrant, 1 to 2 minutes. Stir saffron into shells; add chicken broth, bring to a simmer, and cook until broth is a rusty brown and fragrant, about 20 minutes.', 'Strain saffron broth through a fine-mesh sieve; measure out 2 cups of broth, pour into a small saucepan, and place over low heat to keep broth hot.', 'Preheat oven to 425 degrees F (220 degrees C).', 'Heat 1 tablespoon olive oil in a large, oven-proof skillet over medium heat. Cook chorizo slices in hot oil until browned, about 2 minutes per side. Add onion to sausage; cook and stir until soft and slightly translucent, about 3 minutes. Reduce heat to medium-low.', 'Stir garlic into chorizo mixture; cook and stir until fragrant, about 1 minute. Add rice to skillet and stir to coat rice completely in oil; stir in peas.', 'Pat rice mixture evenly into the bottom of the skillet. Arrange shrimp in a single layer over the top of the rice. Lay pepper strips around and in-between shrimp; season with salt and cayenne pepper.', 'Increase heat to high. When rice begins to sizzle in the skillet, pour reserved 2 cups hot saffron broth over the shrimp; gently shake the skillet to distribute liquid.', 'Bake rice mixture in the preheated oven until rice is almost tender and still a bit wet, about 20 minutes.', 'Place skillet over medium-high and cook until rice is tender, liquid is absorbed, and rice caramelizes and crusts slightly on the bottom of the skillet, 3 to 5 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/3430096.jpg,55,4.85,38,1498163099,Quick and Easy Paella ,70,http://allrecipes.com/Recipe/238588/,Mixed
49,jean,15,Rice main dish with vegetables and seafood.,False,[],"['1/2 cup olive oil', '3 pounds chicken thighs', '1 pound baby bella mushrooms, sliced', '1 cup diced onion', '1 tablespoon diced garlic, or to taste', '2 pounds peeled and deveined jumbo shrimp', '1 pound sea scallops, halved', '1 pound lobster meat, chopped', '1 cup diced red bell pepper', '1 cup diced green bell pepper', '6 cups rice', '5 cups chicken stock', '1 pound frozen peas', '1 (14 ounce) can crushed tomatoes', '2 teaspoons saffron threads', '2 teaspoons salt', '2 pounds steamer clams', '6 lemon wedges']","['Heat olive oil in a very large pot over medium-high heat until it begins to smoke. Place chicken, skin-side down, into hot oil and cook until browned on the outside and no longer pink in the middle, about 5 minutes per side, flipping 4 times. Remove chicken from oil with a slotted spoon and let cool on a plate.', 'Saute mushrooms, onion, and garlic in the hot oil until onions are translucent, 5 to 7 minutes. Add shrimp, sea scallops, lobster meat, red bell pepper, and green bell pepper; cook and stir for 5 minutes.', 'Pull meat off the bones of the chicken thighs, discarding bones and skin or using to make a stock. Stir chicken meat into seafood-vegetable mixture.', 'Mix rice, chicken stock, peas, tomatoes, saffron threads, and salt into seafood-vegetable mixture; cook, stirring frequently, until liquid is absorbed. Reduce heat to low, cover pot, and simmer for 30 minutes.', 'Nestle clams into rice mixture, cover pot, and cook until clams pop open, about 10 minutes more. Garnish paella with lemon wedges and cover pot. Remove pot from heat and let paella sit until flavors have blended, about 20 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/4127549.jpg,70,0.0,0,1498167549,Seafood Paella,105,http://allrecipes.com/Recipe/241175/,Mixed
50,Zatarain's,10,"Feel like Spanish tonight? This paella recipe makes it easy with Zatarain's yellow rice, shrimp, smoked sausage, onion and peas. If you want to give it a little more South Louisiana flavor, use andouille sausage.",False,[],"['2 cups water', '1/2 pound smoked sausage, halved lengthwise and sliced 1/4-inch thick', '1 (14.5 ounce) can diced tomatoes, undrained', '1/2 cup chopped onion', '1 teaspoon dried parsley flakes', ""1 (6.9 ounce) package ZATARAIN'S® Yellow Rice"", '1 pound large shrimp, peeled and deveined', '1 cup frozen peas']","['Bring water, sausage, tomatoes, onion and parsley to boil in large skillet. Stir in Rice Mix. Return to boil. Reduce heat to low; cover and simmer 15 minutes.', 'Stir in shrimp and peas. Cover and cook 10 to 15 minutes longer or just until shrimp turn pink and rice is tender, stirring occasionally. Remove from heat. Let stand 5 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/3208126.jpg,30,4.38,8,1498169814,Skillet Paella,40,http://allrecipes.com/Recipe/246134/,Seafood
51,Cindy Anschutz Barbieri,25,"I just love a great one-pot dish that makes everyone go wow. I prepare, cook, and serve right out of my beautiful braising pan. You can also use your paella pan. 

Thank you to D&D; Market (the new Wethersfield, CT store) for the fresh ingredients to make this great recipe. Using cauliflower as your rice makes this dish a perfect paleo side dish or main course! This is also a stove-to-table dish without any mess in 30 minutes!",False,"[""Cook's Notes:"", 'Substitute vegetable stock for the chicken stock if desired.', 'Use mild or hot sausage as preferred.']","['1 head cauliflower, broken into florets', '2 tablespoons hot water', '1/2 teaspoon saffron threads', '1/4 cup extra-virgin olive oil , divided', '3 links sweet Italian chicken sausage, diced', '1 large zucchini, chopped', '1 yellow onion, chopped', '1 carrot, grated', '2 cloves garlic, or more to taste, minced', '1/4 teaspoon ground cayenne pepper', '1 (15 ounce) can artichokes, drained', '3 cups chicken stock', 'sea salt', '1/2 teaspoon freshly ground black pepper', '1 1/2 cups snow peas']","['Place cauliflower florets in a food processor; pulse into grains the size of rice.', 'Combine hot water and saffron threads in a small bowl; let stand for 3 minutes to infuse.', 'Heat 2 tablespoons olive oil in a paella pan over medium heat. Add sausage; cook and stir until browned, about 5 minutes. Stir in zucchini and onion; cook for 3 minutes. Add saffron infusion, carrot, garlic, and cayenne pepper; cook for 1 minute.', 'Stir cauliflower ""rice"" and artichokes into the pan. Cook and stir until slightly softened, about 3 minutes. Pour in stock; season with salt and pepper. Bring to a boil; reduce heat and simmer until most of the stock is absorbed, about 10 minutes. Stir in snow peas; simmer until all stock is absorbed, 3 to 5 minutes more.', 'Remove paella from the heat and drizzle remaining 2 tablespoons olive oil on top.']",http://images.media-allrecipes.com/userphotos/560x315/4476448.jpg,27,4.67,3,1498174788,"Artichoke and Chicken Sausage Cauliflower ""Paella""",55,http://allrecipes.com/Recipe/255609/,Traditional
52,Diana71,10,"A deliciously tempting, grain-free paella made Mexican style with flavorful chorizo. This recipe has a wonderful earthy background flavor and a deep color. It makes a beautiful presentation for dinner.",False,"[""Cook's Notes:"", 'For cauliflower rice, either purchase as such, or to make your own, remove outer leaves from cauliflower, cut into flowerets (removing most of the thick core), and place into food processor. Blend for 30 seconds or so, until cauliflower resembles fine rice. You may also grate the raw cauliflower on a coarse grater.', ""When stir-frying the cauliflower rice, do not remove any of the grease in the pot left from the sausage and chicken…there shouldn't be much grease anyway, but what is left will help to harden the cauliflower into a nice toasty crust, very similar to the best part of traditional paella with rice, where the rice is seared and sticks to the bottom of the pan."", 'Use spicy Mexican chorizo!! This provides a good amount of the flavor and seasoning to the dish, which is why there are small amounts of herbs used in this recipe.', 'Splitting the cauliflower rice into 2 cups and then 1 cup as separate additions adds different textures and depth to the dish.']","['1 pound chorizo sausage', '1 skinless, boneless chicken breast', '3 cups cauliflower rice, divided', '1 medium onion, diced', '1 large yellow or orange bell pepper, seeded and chopped', '1 pinch salt', 'ground black pepper to taste', '3 cloves garlic, finely minced', ""1 (14.5 ounce) can Hunt's® Diced Tomatoes"", '2 bay leaves', '1 1/2 teaspoons fresh thyme leaves', '1/2 teaspoon crushed saffron threads', '1/2 teaspoon dried basil', '1/2 cup water', '2 tablespoons tomato paste', '2 cubes chicken bouillon', '1 cup frozen peas', '3 frozen tilapia fillets']","['Place paella pan or large flat-bottomed pan over medium-high heat. Cook and crumble chorizo sausage, stirring to break up chunks, until browned, about 5 minutes. Add chicken; cook and stir with sausage until chicken is no longer pink instead and is browned. Transfer chicken and sausage to a plate.', 'Reduce heat to medium and add 2 cups of the cauliflower rice. Cook, stirring for 5 minutes to brown the cauliflower slightly (this brings out a nutty flavor). Add the diced onion and bell pepper. Season with a pinch of salt, and pepper to taste. Add the minced garlic. Cook 2 minutes longer.', 'Pour canned tomatoes into pan. Add bay leaves, thyme leaves, saffron, and basil. Mix well. Transfer sausage and chicken mixture back to pan. Add water, tomato paste, and bouillon. Stir to combine all ingredients. Bring to a boil; reduce heat to medium-low and cover. Simmer 15 minutes.', 'Remove lid and fold in peas and remaining 1 cup of cauliflower rice. Place frozen tilapia filets on top of the paella mixture, cover and steam for another 10 minutes. Remove lid and check for doneness. Gently break apart fillets with wooden spoon, and stir to incorporate chunks of fish into paella.', 'Serve from the pot at the table!']",http://images.media-allrecipes.com/userphotos/560x315/4258894.jpg,45,4.8,5,1498174472,Mexican Paella with Cauliflower Rice,55,http://allrecipes.com/Recipe/256305/,Traditional
53,25 Peppers,35,"A twist on the classic Spanish dish. It uses merguez, couscous, and cumin to give a uniquely Middle Eastern/North African flavor.",False,[],"['1/4 cup olive oil', '1 onion, chopped', '1 roasted red pepper, chopped', '2 cloves garlic, chopped', '3 vine-ripened tomatoes, chopped', '1 (8 ounce) salmon fillet, cut into pieces', '5 ounces merguez sausage, cut into pieces', '6 cups vegetable broth, divided', '1/2 cup white wine', '1 teaspoon ground cumin', 'salt and ground black pepper to taste', '12 shrimp, shelled and deveined', '12 mussels, cleaned and debearded', '2 (5.8 ounce) boxes couscous']","['Heat olive oil in a large pot over medium heat. Add onion, roasted red pepper, and garlic; cook and stir until fragrant, 3 to 4 minutes. Stir in tomatoes, salmon fillet, and merguez sausage; cook for 2 to 3 minutes.', 'Pour 2 1/2 cups broth and white wine into the pot. Season stew with cumin, salt, and pepper; bring to a boil. Reduce heat to low and stir in shrimp; simmer until opaque, about 3 minutes. Remove from heat and add mussels; cover and let stand until mussels open, about 5 minutes.', 'Bring remaining 3 1/2 cups broth to a boil in a separate pot. Stir in couscous. Remove from heat and let stand until couscous absorbs broth, about 5 minutes.', 'Serve couscous in shallow bowls; ladle stew on top.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,18,0.0,0,1498176841,North African Paella,63,http://allrecipes.com/Recipe/257063/,Seafood
54,mark slaw,15,"A friend of ours gave us a tomatillo paella recipe shortly after we were married and I proceeded to lose it. After not having made it for a few years, I tried to recreate it and this is the result. I love the stuff!",False,"[""Cook's Note:"", ""If you can't find (or afford) saffron for this dish, a good substitute is widely available. Sazon Goya ® comes in a variety of flavors; buy the one marked 'con azafran' (with saffron).""]","['1/2 pound bacon, chopped', '1 onion, chopped', '2 pounds tomatillos, husked and chopped', '1 (10 ounce) package frozen peas, or to taste', '1 bell pepper, chopped', '3 fresh jalapeno peppers, sliced', '1 teaspoon paprika', '1 pinch saffron', '2 cups uncooked white rice', '4 cups chicken broth', '1 bunch cilantro, chopped']","['Heat a skillet to medium-high, add bacon. Cook and stir to release fat, about 5 minutes. Remove bacon from skillet with a slotted spoon, reserving bacon fat in the skillet.', 'Place onion in hot skillet with remaining bacon fat; cook and stir until translucent, 3 to 5 minutes. Add tomatillos, peas, and bell pepper to the skillet; cook and stir until softened, 3 to 5 minutes.', 'Place jalapeno peppers, paprika, saffron, and rice in the skillet; pour in broth. Cover and cook over low heat until rice is tender, 30 to 35 minutes. Add cilantro and reserved bacon, stir to combine.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,41,0.0,0,1498174924,Cabbage Hill Tomatillo Paella,56,http://allrecipes.com/Recipe/258560/,Traditional
